Region_Geografica,Acceso_Servicios_Financieros,Tiempo_Pago_Horas,Uso_Tecnologia_Movil,Ingresos_Mensuales,Preferencia_Pago,Tenencia_Telefono_Celular,Edad,Nivel_Educativo,Frecuencia_Transacciones,Costo_Transporte_Pago,Numero_Cuentas_Bancarias,Satisfaccion_Servicios_Financieros,Sucursales_10KM
Comuna 5,Cuenta Bancaria,3.91,Bajo,826906,Presencial,No,57,Universitario,48,12635.51,3,Muy Insatisfecho,0
Comuna 13,Sin Acceso,4.8,Medio,2148145,Presencial,No,45,Secundaria,30,18343.03,3,Muy Insatisfecho,1
Comuna 10,Cuenta Bancaria,7.0,Alto,2418261,Digital,No,39,Secundaria,24,6451.88,0,Muy Satisfecho,1
Comuna 10,Cuenta Bancaria,5.09,Medio,1457043,Presencial,No,31,Técnico,10,14451.76,0,Satisfecho,0
Comuna 10,Sin Acceso,1.53,Bajo,2709479,Presencial,Sí,48,Secundaria,29,1637.02,0,Muy Satisfecho,3
Comuna 13,Sin Acceso,1.13,Medio,727784,Digital,Sí,33,Primaria,5,19922.75,2,Insatisfecho,1
Comuna 10,Cuenta Bancaria,0.7,Medio,2347668,Digital,Sí,23,Primaria,24,5074.11,0,Insatisfecho,3
Comuna 13,Cuenta Bancaria,2.67,Medio,1545820,Presencial,No,35,Universitario,8,18194.86,3,Neutral,0
Comuna 5,Billetera Movil,4.86,Medio,2372715,Presencial,Sí,56,Universitario,28,11744.78,0,Insatisfecho,0
Comuna 13,Sin Acceso,6.68,Bajo,1118054,Digital,Sí,28,Secundaria,8,1734.21,0,Muy Satisfecho,0
Comuna 5,Billetera Movil,5.47,Bajo,2691863,Digital,Sí,34,Técnico,29,1506.04,0,Neutral,0
Comuna 13,Billetera Movil,7.35,Medio,1216169,Digital,No,62,Técnico,31,15684.59,3,Muy Insatisfecho,1
Comuna 5,Billetera Movil,2.55,Bajo,1321621,Digital,No,62,Secundaria,26,13623.31,2,Muy Insatisfecho,0
Zona Rural,Cuenta Bancaria,1.3,Medio,2936137,Presencial,Sí,32,Primaria,15,14832.03,0,Neutral,3
Comuna 10,Sin Acceso,5.82,Alto,2191880,Presencial,No,27,Secundaria,1,1518.43,3,Satisfecho,1
Zona Rural,Sin Acceso,6.25,Alto,1226340,Presencial,Sí,35,Universitario,4,13274.84,0,Neutral,1
Comuna 13,Billetera Movil,7.08,Bajo,523796,Digital,Sí,66,Técnico,23,12439.36,1,Muy Satisfecho,1
Comuna 5,Sin Acceso,6.69,Alto,2778317,Digital,Sí,29,Secundaria,9,2406.66,2,Satisfecho,1
Comuna 10,Cuenta Bancaria,1.72,Medio,1179170,Digital,No,70,Secundaria,8,1170.96,3,Satisfecho,0
Zona Rural,Sin Acceso,5.95,Medio,967730,Digital,Sí,18,Secundaria,2,2797.19,1,Muy Satisfecho,2
Comuna 5,Sin Acceso,3.2,Medio,2788023,Digital,No,62,Secundaria,35,17002.49,3,Satisfecho,3
Comuna 10,Billetera Movil,7.07,Medio,2682702,Digital,Sí,36,Primaria,1,3924.46,0,Neutral,1
Comuna 10,Billetera Movil,6.42,Medio,1770005,Digital,Sí,18,Técnico,20,4703.51,1,Muy Satisfecho,0
Comuna 5,Billetera Movil,6.25,Bajo,677666,Presencial,No,29,Universitario,28,15533.83,1,Neutral,1
Comuna 13,Cuenta Bancaria,7.83,Alto,2780929,Presencial,No,70,Primaria,18,9785.53,3,Insatisfecho,3
Comuna 10,Billetera Movil,6.28,Bajo,1873510,Presencial,No,66,Técnico,18,7930.14,3,Neutral,3
Comuna 10,Sin Acceso,1.87,Alto,1329885,Presencial,Sí,59,Universitario,34,2154.29,2,Neutral,0
Zona Rural,Billetera Movil,2.89,Bajo,1301606,Digital,No,37,Técnico,45,19578.51,3,Satisfecho,2
Comuna 8,Cuenta Bancaria,2.71,Medio,2835575,Presencial,Sí,47,Universitario,14,13896.73,0,Neutral,0
Comuna 13,Billetera Movil,6.24,Bajo,1657190,Digital,Sí,63,Técnico,44,16145.84,3,Muy Insatisfecho,3
Zona Rural,Cuenta Bancaria,7.3,Alto,1080186,Presencial,Sí,50,Primaria,38,10560.69,0,Insatisfecho,2
Comuna 8,Sin Acceso,5.77,Bajo,1215934,Digital,Sí,20,Técnico,14,9000.53,1,Neutral,0
Comuna 5,Cuenta Bancaria,3.51,Medio,2861246,Digital,No,29,Universitario,16,10639.41,1,Muy Insatisfecho,0
Comuna 13,Sin Acceso,3.71,Medio,2291026,Presencial,Sí,47,Primaria,42,3802.1,1,Muy Insatisfecho,0
Comuna 10,Billetera Movil,7.15,Medio,2096723,Digital,No,32,Técnico,38,9576.13,3,Satisfecho,0
Comuna 13,Sin Acceso,1.21,Bajo,1339960,Digital,No,20,Secundaria,20,3704.32,0,Muy Insatisfecho,2
Comuna 10,Billetera Movil,3.38,Medio,1137888,Presencial,No,59,Primaria,12,1879.15,1,Insatisfecho,0
Comuna 8,Sin Acceso,5.38,Alto,2652582,Presencial,No,34,Primaria,29,14712.58,1,Muy Satisfecho,0
Comuna 8,Cuenta Bancaria,2.9,Medio,1321008,Digital,No,30,Técnico,24,13562.02,2,Muy Insatisfecho,2
Comuna 13,Billetera Movil,7.49,Alto,1207954,Digital,No,23,Secundaria,17,1365.36,0,Satisfecho,1
Comuna 5,Billetera Movil,3.65,Bajo,1540390,Presencial,No,46,Primaria,43,19479.4,1,Neutral,3
Comuna 13,Sin Acceso,2.38,Bajo,1007564,Presencial,No,51,Técnico,14,17706.61,3,Satisfecho,2
Comuna 5,Sin Acceso,2.56,Bajo,621193,Digital,No,36,Secundaria,48,5186.68,3,Insatisfecho,0
Comuna 5,Billetera Movil,1.6,Alto,1871257,Presencial,No,41,Primaria,33,4591.05,2,Neutral,1
Comuna 8,Cuenta Bancaria,5.39,Medio,2863107,Digital,Sí,29,Universitario,32,4984.63,2,Insatisfecho,2
Zona Rural,Sin Acceso,5.15,Medio,2972314,Digital,No,55,Técnico,25,14281.63,0,Satisfecho,0
Comuna 5,Cuenta Bancaria,2.59,Bajo,501619,Digital,No,57,Técnico,29,19688.21,2,Satisfecho,0
Zona Rural,Sin Acceso,5.67,Bajo,2155257,Presencial,Sí,27,Técnico,6,11161.48,3,Muy Satisfecho,3
Comuna 10,Billetera Movil,7.03,Alto,1531015,Presencial,Sí,21,Técnico,50,16959.72,3,Neutral,0
Comuna 10,Cuenta Bancaria,6.66,Medio,1551016,Presencial,Sí,69,Secundaria,33,5749.91,0,Neutral,1
Comuna 10,Sin Acceso,5.76,Alto,2322076,Digital,No,69,Secundaria,44,2856.02,1,Neutral,3
Zona Rural,Sin Acceso,7.53,Alto,2526031,Digital,No,41,Universitario,44,16304.2,0,Satisfecho,1
Comuna 10,Billetera Movil,6.15,Medio,756387,Presencial,Sí,30,Secundaria,11,16154.22,3,Neutral,2
Comuna 10,Billetera Movil,3.98,Bajo,904037,Digital,No,28,Secundaria,28,8455.47,1,Satisfecho,1
Comuna 10,Billetera Movil,6.2,Alto,1182095,Presencial,Sí,27,Universitario,40,11788.3,0,Satisfecho,0
Comuna 13,Sin Acceso,1.55,Bajo,1608806,Presencial,Sí,28,Primaria,35,9769.31,2,Neutral,0
Comuna 5,Cuenta Bancaria,7.07,Alto,2981515,Digital,No,37,Técnico,15,17590.26,1,Satisfecho,0
Comuna 10,Billetera Movil,3.64,Alto,2709544,Presencial,Sí,25,Técnico,16,11362.23,2,Insatisfecho,0
Comuna 8,Sin Acceso,4.61,Alto,2543962,Digital,No,50,Técnico,15,2282.14,0,Neutral,0
Zona Rural,Billetera Movil,1.93,Alto,2206678,Presencial,Sí,67,Universitario,26,13824.68,1,Satisfecho,0
Comuna 13,Sin Acceso,7.87,Bajo,1587260,Presencial,No,34,Secundaria,31,15237.92,0,Muy Satisfecho,0
Comuna 10,Cuenta Bancaria,6.67,Bajo,2371692,Presencial,No,35,Técnico,7,18572.37,1,Satisfecho,1
Comuna 8,Sin Acceso,2.58,Alto,2332371,Digital,No,49,Primaria,2,2028.9,1,Neutral,3
Comuna 5,Cuenta Bancaria,5.47,Alto,612598,Presencial,Sí,48,Universitario,31,19483.47,0,Muy Satisfecho,1
Comuna 5,Sin Acceso,1.4,Bajo,1595456,Digital,Sí,68,Secundaria,16,6790.23,1,Muy Satisfecho,0
Comuna 8,Billetera Movil,2.85,Bajo,1713429,Presencial,No,23,Primaria,14,1373.58,1,Muy Insatisfecho,2
Zona Rural,Billetera Movil,2.0,Medio,1738083,Digital,No,54,Universitario,50,11925.89,2,Insatisfecho,1
Comuna 5,Sin Acceso,4.51,Alto,1200295,Digital,Sí,32,Universitario,4,8630.38,0,Muy Satisfecho,3
Comuna 8,Billetera Movil,1.2,Alto,2272698,Digital,Sí,55,Técnico,23,1916.78,1,Satisfecho,3
Zona Rural,Sin Acceso,2.37,Alto,2577201,Digital,No,66,Primaria,37,9567.88,2,Neutral,0
Zona Rural,Cuenta Bancaria,2.89,Medio,1218402,Presencial,Sí,49,Universitario,41,3060.17,3,Insatisfecho,2
Comuna 5,Sin Acceso,3.86,Medio,1366061,Digital,Sí,38,Secundaria,4,11661.79,3,Muy Insatisfecho,1
Comuna 8,Billetera Movil,1.96,Medio,939684,Presencial,Sí,20,Universitario,15,7212.29,0,Muy Insatisfecho,1
Comuna 8,Billetera Movil,7.12,Bajo,2374102,Presencial,Sí,45,Técnico,5,5034.82,1,Insatisfecho,1
Comuna 10,Cuenta Bancaria,6.17,Bajo,738042,Presencial,Sí,28,Secundaria,45,11753.18,3,Insatisfecho,0
Comuna 5,Cuenta Bancaria,0.98,Medio,1296643,Digital,No,60,Secundaria,12,19252.3,3,Satisfecho,0
Comuna 8,Sin Acceso,5.04,Bajo,2286290,Digital,No,25,Universitario,16,18045.46,1,Muy Satisfecho,3
Zona Rural,Cuenta Bancaria,1.6,Bajo,1457606,Digital,No,19,Secundaria,47,13073.19,2,Neutral,0
Comuna 5,Billetera Movil,7.54,Bajo,1417700,Presencial,No,69,Secundaria,40,18057.83,0,Insatisfecho,0
Comuna 5,Sin Acceso,3.83,Medio,1586873,Presencial,Sí,64,Primaria,5,1144.37,2,Neutral,0
Comuna 13,Cuenta Bancaria,7.64,Bajo,2772051,Digital,No,63,Secundaria,12,11635.66,2,Insatisfecho,0
Comuna 8,Cuenta Bancaria,5.81,Bajo,1750019,Presencial,No,37,Técnico,35,16222.18,2,Satisfecho,0
Comuna 13,Cuenta Bancaria,1.77,Alto,730372,Digital,Sí,44,Técnico,1,15863.96,0,Muy Insatisfecho,0
Zona Rural,Billetera Movil,5.32,Medio,2756173,Digital,No,45,Primaria,44,4815.27,3,Insatisfecho,1
Comuna 10,Cuenta Bancaria,6.2,Medio,1676820,Digital,Sí,34,Primaria,36,3217.91,0,Muy Satisfecho,1
Zona Rural,Sin Acceso,4.3,Bajo,616920,Presencial,Sí,34,Técnico,20,15911.42,0,Neutral,1
Comuna 10,Billetera Movil,6.47,Medio,779740,Digital,Sí,51,Técnico,15,5982.3,0,Insatisfecho,0
Comuna 5,Sin Acceso,3.2,Bajo,528137,Presencial,No,64,Secundaria,15,16884.22,0,Satisfecho,2
Comuna 5,Billetera Movil,3.59,Alto,1652875,Digital,Sí,25,Universitario,12,13875.38,3,Satisfecho,0
Comuna 10,Cuenta Bancaria,1.49,Medio,2207361,Digital,No,56,Técnico,12,5794.54,2,Muy Insatisfecho,1
Zona Rural,Billetera Movil,4.69,Bajo,1382322,Presencial,No,56,Secundaria,31,2996.88,2,Muy Insatisfecho,0
Comuna 10,Billetera Movil,5.2,Alto,1272389,Digital,No,33,Primaria,34,19536.79,0,Satisfecho,0
Comuna 10,Billetera Movil,5.19,Medio,1090763,Digital,No,67,Técnico,32,3467.43,0,Muy Insatisfecho,0
Comuna 8,Sin Acceso,3.12,Alto,2908321,Presencial,No,60,Técnico,27,16823.89,1,Muy Satisfecho,3
Zona Rural,Cuenta Bancaria,6.45,Medio,1796559,Digital,Sí,44,Técnico,30,15318.17,1,Insatisfecho,0
Comuna 10,Billetera Movil,7.38,Alto,2783280,Digital,No,52,Primaria,47,17650.08,2,Muy Satisfecho,1
Comuna 5,Billetera Movil,4.56,Bajo,2923984,Presencial,No,33,Primaria,12,11679.37,1,Insatisfecho,0
Comuna 13,Billetera Movil,1.83,Alto,658422,Digital,No,24,Primaria,2,8804.37,1,Satisfecho,0
Zona Rural,Sin Acceso,4.73,Alto,2634234,Presencial,Sí,50,Universitario,50,14988.67,0,Muy Insatisfecho,1
Zona Rural,Sin Acceso,5.28,Bajo,2192470,Presencial,No,38,Universitario,24,9514.57,1,Muy Satisfecho,3
Zona Rural,Cuenta Bancaria,1.91,Medio,540650,Digital,No,24,Primaria,8,4110.08,2,Neutral,0
Comuna 8,Billetera Movil,1.67,Bajo,2351141,Digital,No,38,Técnico,6,11543.89,2,Neutral,0
Comuna 8,Sin Acceso,3.36,Alto,1791538,Presencial,Sí,70,Primaria,41,8405.23,3,Muy Insatisfecho,2
Comuna 5,Billetera Movil,5.78,Alto,1928162,Digital,No,52,Secundaria,13,17108.58,1,Muy Satisfecho,0
Comuna 10,Billetera Movil,6.2,Alto,1691335,Digital,No,39,Universitario,37,9472.09,0,Satisfecho,1
Comuna 10,Cuenta Bancaria,0.71,Bajo,2313715,Digital,No,53,Primaria,19,9919.52,2,Muy Satisfecho,0
Comuna 8,Sin Acceso,7.14,Medio,2886339,Presencial,No,21,Universitario,2,4274.42,0,Muy Satisfecho,0
Comuna 8,Cuenta Bancaria,5.02,Medio,1255527,Presencial,No,45,Universitario,11,16608.6,3,Satisfecho,1
Comuna 13,Cuenta Bancaria,6.25,Medio,2669924,Digital,Sí,44,Secundaria,20,15582.76,3,Satisfecho,3
Comuna 13,Billetera Movil,3.59,Alto,2624079,Digital,Sí,32,Primaria,13,5898.71,1,Muy Satisfecho,2
Comuna 5,Billetera Movil,7.44,Bajo,2505263,Presencial,Sí,24,Universitario,49,7007.28,3,Insatisfecho,0
Zona Rural,Billetera Movil,7.31,Alto,657208,Digital,No,22,Secundaria,15,12728.34,0,Muy Insatisfecho,1
Comuna 13,Cuenta Bancaria,5.9,Alto,926543,Presencial,Sí,42,Primaria,31,2035.91,0,Satisfecho,0
Comuna 5,Cuenta Bancaria,4.26,Alto,2197234,Presencial,No,49,Secundaria,45,15253.77,3,Neutral,0
Comuna 13,Cuenta Bancaria,2.81,Medio,2230585,Digital,No,56,Universitario,2,4209.77,2,Neutral,3
Comuna 13,Cuenta Bancaria,0.64,Medio,763200,Digital,No,39,Técnico,20,4742.41,2,Insatisfecho,0
Comuna 13,Sin Acceso,1.0,Medio,2298952,Digital,No,67,Primaria,45,8785.11,2,Neutral,3
Zona Rural,Sin Acceso,2.86,Alto,694601,Presencial,No,24,Primaria,1,16643.67,1,Muy Insatisfecho,0
Comuna 8,Sin Acceso,1.54,Medio,1706415,Digital,No,34,Secundaria,2,10959.54,3,Muy Satisfecho,2
Comuna 8,Sin Acceso,4.03,Bajo,1157874,Digital,Sí,48,Técnico,30,17577.28,3,Neutral,0
Comuna 13,Cuenta Bancaria,6.9,Medio,1902886,Presencial,No,65,Técnico,32,9078.74,2,Muy Satisfecho,0
Comuna 5,Billetera Movil,7.07,Medio,2508561,Presencial,No,28,Universitario,30,7131.63,2,Neutral,1
Zona Rural,Sin Acceso,6.25,Alto,1937945,Digital,Sí,53,Técnico,34,10099.33,3,Neutral,0
Comuna 8,Sin Acceso,1.04,Alto,2988017,Digital,No,45,Primaria,37,19491.61,1,Satisfecho,0
Comuna 13,Cuenta Bancaria,2.43,Medio,579282,Digital,Sí,62,Técnico,22,16494.8,2,Satisfecho,0
Comuna 10,Cuenta Bancaria,2.03,Bajo,916823,Presencial,Sí,33,Técnico,21,1652.48,1,Muy Satisfecho,3
Comuna 8,Cuenta Bancaria,3.43,Alto,1547683,Presencial,Sí,31,Universitario,13,6029.43,3,Insatisfecho,0
Comuna 5,Sin Acceso,5.94,Medio,891570,Digital,No,54,Secundaria,23,14038.62,1,Muy Satisfecho,2
Comuna 10,Billetera Movil,2.61,Bajo,541181,Presencial,Sí,56,Secundaria,18,2019.72,0,Muy Insatisfecho,0
Comuna 10,Billetera Movil,4.55,Alto,2630386,Presencial,Sí,42,Universitario,40,3540.68,2,Muy Insatisfecho,0
Comuna 10,Billetera Movil,7.45,Medio,1810246,Digital,Sí,31,Secundaria,4,4440.01,3,Muy Insatisfecho,1
Comuna 5,Cuenta Bancaria,5.59,Alto,2545865,Digital,Sí,33,Secundaria,22,5490.41,3,Insatisfecho,3
Comuna 10,Billetera Movil,7.1,Alto,2958220,Digital,No,66,Universitario,9,12570.73,0,Muy Satisfecho,0
Zona Rural,Billetera Movil,3.51,Bajo,610184,Digital,No,21,Universitario,50,18085.15,3,Muy Insatisfecho,2
Comuna 8,Billetera Movil,0.65,Alto,1405418,Presencial,No,39,Técnico,1,15218.34,2,Insatisfecho,1
Comuna 10,Billetera Movil,6.14,Medio,2306613,Presencial,No,58,Técnico,43,5194.9,3,Muy Insatisfecho,0
Comuna 8,Sin Acceso,2.71,Bajo,2392855,Presencial,No,69,Universitario,10,16083.04,3,Insatisfecho,0
Comuna 5,Sin Acceso,7.4,Medio,2673022,Presencial,Sí,25,Secundaria,29,10177.62,2,Insatisfecho,1
Comuna 5,Cuenta Bancaria,3.2,Alto,1858103,Digital,No,51,Técnico,39,16568.42,3,Muy Insatisfecho,0
Comuna 13,Cuenta Bancaria,7.62,Alto,1519894,Digital,No,55,Secundaria,22,6910.12,3,Satisfecho,1
Comuna 10,Sin Acceso,2.35,Bajo,1406459,Digital,No,42,Universitario,32,10185.11,2,Muy Insatisfecho,3
Comuna 5,Billetera Movil,6.46,Medio,1500921,Digital,Sí,66,Secundaria,50,17447.06,0,Satisfecho,1
Comuna 13,Cuenta Bancaria,1.08,Alto,1633011,Presencial,No,56,Secundaria,35,19346.96,1,Muy Satisfecho,3
Comuna 8,Billetera Movil,3.98,Alto,1485779,Digital,No,60,Técnico,16,17808.67,1,Insatisfecho,1
Comuna 10,Sin Acceso,3.87,Alto,761885,Digital,Sí,60,Primaria,17,12786.12,2,Muy Satisfecho,0
Comuna 5,Cuenta Bancaria,6.79,Alto,2158868,Digital,No,50,Secundaria,48,4145.13,1,Muy Insatisfecho,0
Comuna 5,Sin Acceso,2.19,Bajo,1721131,Digital,No,42,Técnico,36,16192.31,0,Muy Satisfecho,0
Zona Rural,Sin Acceso,2.16,Alto,571464,Presencial,No,69,Técnico,19,1582.07,2,Satisfecho,0
Comuna 10,Sin Acceso,4.93,Medio,1894763,Presencial,No,64,Técnico,35,16145.02,2,Insatisfecho,2
Comuna 13,Billetera Movil,7.29,Medio,2582606,Presencial,Sí,40,Técnico,1,3435.52,3,Satisfecho,3
Comuna 8,Cuenta Bancaria,1.36,Alto,2489370,Digital,No,35,Universitario,21,11122.96,0,Satisfecho,0
Comuna 13,Cuenta Bancaria,0.6,Alto,2241319,Presencial,Sí,23,Secundaria,4,15836.44,3,Insatisfecho,0
Zona Rural,Sin Acceso,1.89,Alto,1973282,Digital,No,20,Primaria,23,2058.72,3,Insatisfecho,1
Zona Rural,Billetera Movil,1.99,Alto,1923765,Presencial,No,44,Universitario,3,2919.2,1,Muy Insatisfecho,0
Zona Rural,Billetera Movil,0.79,Medio,769458,Digital,No,65,Técnico,42,14894.98,3,Neutral,1
Comuna 5,Cuenta Bancaria,7.36,Medio,2978133,Presencial,No,55,Técnico,15,8763.12,2,Muy Satisfecho,0
Comuna 13,Cuenta Bancaria,5.8,Medio,1860745,Presencial,No,70,Técnico,24,5997.37,2,Muy Insatisfecho,0
Zona Rural,Billetera Movil,6.99,Medio,2120714,Presencial,Sí,56,Universitario,29,6571.4,1,Muy Insatisfecho,2
Zona Rural,Cuenta Bancaria,3.76,Bajo,1519324,Presencial,Sí,26,Técnico,47,19085.17,3,Muy Insatisfecho,0
Zona Rural,Billetera Movil,7.0,Medio,1955113,Digital,Sí,54,Secundaria,2,8022.69,1,Muy Insatisfecho,1
Comuna 8,Sin Acceso,4.24,Bajo,2321549,Digital,No,21,Técnico,15,7158.58,1,Muy Satisfecho,0
Comuna 13,Billetera Movil,2.37,Medio,1516424,Digital,Sí,23,Técnico,6,13844.36,2,Satisfecho,1
Zona Rural,Billetera Movil,3.73,Bajo,2787376,Digital,No,39,Secundaria,21,7811.04,1,Muy Insatisfecho,1
Comuna 10,Sin Acceso,2.63,Medio,2545460,Digital,No,34,Secundaria,42,13834.97,0,Neutral,0
Comuna 10,Billetera Movil,2.65,Alto,2573848,Digital,Sí,50,Universitario,37,1163.59,0,Muy Satisfecho,0
Comuna 8,Sin Acceso,5.04,Alto,2916020,Presencial,Sí,28,Técnico,8,9642.14,0,Muy Insatisfecho,2
Zona Rural,Cuenta Bancaria,6.71,Bajo,509775,Presencial,Sí,40,Secundaria,34,8269.4,2,Muy Satisfecho,0
Zona Rural,Cuenta Bancaria,6.94,Alto,1485531,Digital,Sí,67,Secundaria,48,9889.53,0,Neutral,0
Comuna 13,Sin Acceso,5.75,Bajo,1098781,Digital,No,68,Técnico,33,3386.95,0,Muy Insatisfecho,2
Comuna 8,Sin Acceso,0.69,Medio,1480751,Presencial,No,52,Técnico,38,19589.9,1,Satisfecho,2
Comuna 13,Billetera Movil,3.44,Medio,2133271,Digital,Sí,47,Técnico,13,16203.89,1,Insatisfecho,0
Comuna 10,Billetera Movil,4.09,Alto,1219753,Presencial,Sí,33,Secundaria,43,9308.7,3,Satisfecho,0
Zona Rural,Cuenta Bancaria,1.3,Bajo,1850504,Presencial,Sí,34,Secundaria,29,14560.13,1,Satisfecho,3
Comuna 5,Sin Acceso,3.65,Medio,2029917,Digital,Sí,63,Universitario,13,3140.58,3,Muy Insatisfecho,0
Comuna 13,Sin Acceso,6.04,Medio,1634811,Digital,Sí,68,Técnico,43,4404.05,0,Insatisfecho,0
Comuna 10,Sin Acceso,2.68,Alto,2471461,Digital,No,57,Secundaria,4,7680.91,2,Muy Insatisfecho,0
Comuna 13,Cuenta Bancaria,1.03,Medio,2674367,Presencial,No,70,Secundaria,37,1869.82,0,Muy Satisfecho,2
Zona Rural,Sin Acceso,6.54,Alto,560105,Digital,No,49,Técnico,40,6869.67,1,Satisfecho,0
Zona Rural,Billetera Movil,1.0,Medio,1694510,Presencial,Sí,63,Técnico,25,4948.74,2,Muy Insatisfecho,2
Comuna 10,Sin Acceso,2.16,Bajo,2869584,Digital,No,32,Secundaria,47,1588.4,3,Muy Satisfecho,0
Comuna 8,Billetera Movil,6.59,Bajo,2562373,Presencial,No,60,Universitario,33,14230.25,1,Neutral,2
Comuna 10,Billetera Movil,4.05,Medio,1508723,Digital,Sí,19,Técnico,49,15166.41,1,Satisfecho,2
Comuna 10,Billetera Movil,5.68,Alto,1615911,Digital,Sí,55,Secundaria,28,17924.57,0,Muy Satisfecho,0
Comuna 5,Sin Acceso,3.19,Alto,2812213,Digital,No,28,Universitario,46,11808.82,3,Insatisfecho,0
Comuna 13,Cuenta Bancaria,1.73,Bajo,760017,Presencial,Sí,61,Primaria,49,8027.68,2,Neutral,3
Comuna 13,Billetera Movil,3.98,Alto,1406966,Presencial,Sí,60,Técnico,48,5386.24,2,Neutral,0
Comuna 5,Cuenta Bancaria,7.83,Bajo,2125569,Digital,No,50,Secundaria,13,2906.88,2,Satisfecho,0
Comuna 10,Sin Acceso,4.38,Alto,2908364,Presencial,Sí,49,Secundaria,20,13161.23,1,Muy Satisfecho,0
Comuna 10,Cuenta Bancaria,4.47,Bajo,654093,Presencial,No,36,Secundaria,20,12071.3,3,Muy Insatisfecho,0
Comuna 10,Billetera Movil,5.97,Medio,743078,Digital,Sí,44,Primaria,8,13452.67,2,Neutral,0
Zona Rural,Sin Acceso,0.86,Bajo,1179933,Digital,Sí,70,Técnico,2,16896.67,3,Neutral,1
Comuna 13,Sin Acceso,2.67,Bajo,2687427,Digital,No,33,Primaria,40,9436.94,0,Insatisfecho,0
Comuna 5,Billetera Movil,3.41,Bajo,2231216,Digital,No,62,Técnico,8,19402.09,3,Satisfecho,0
Comuna 5,Cuenta Bancaria,2.98,Medio,1868521,Digital,No,38,Secundaria,3,18182.55,2,Muy Satisfecho,0
Zona Rural,Billetera Movil,5.37,Bajo,2563761,Presencial,No,26,Primaria,38,7925.99,3,Insatisfecho,1
Comuna 5,Cuenta Bancaria,0.53,Bajo,1186947,Digital,No,55,Secundaria,44,19021.04,1,Insatisfecho,1
Zona Rural,Sin Acceso,4.69,Bajo,2121644,Presencial,No,49,Secundaria,11,1212.63,2,Muy Insatisfecho,0
Comuna 8,Billetera Movil,2.04,Alto,2492085,Digital,No,22,Secundaria,2,16266.99,1,Muy Insatisfecho,1
Comuna 10,Cuenta Bancaria,3.11,Medio,2174761,Digital,Sí,68,Técnico,19,19432.98,0,Muy Insatisfecho,3
Comuna 10,Sin Acceso,4.85,Bajo,2241940,Presencial,Sí,56,Técnico,41,13462.31,2,Satisfecho,0
Comuna 10,Billetera Movil,1.65,Medio,2437653,Presencial,Sí,46,Universitario,24,18277.59,2,Muy Satisfecho,0
Comuna 8,Billetera Movil,4.78,Alto,1281953,Digital,No,51,Técnico,45,8550.51,0,Insatisfecho,1
Comuna 8,Billetera Movil,5.68,Bajo,2928918,Presencial,No,53,Primaria,50,8878.26,1,Muy Satisfecho,0
Comuna 8,Sin Acceso,5.55,Bajo,574570,Digital,Sí,38,Primaria,26,10884.25,3,Insatisfecho,0
Comuna 10,Sin Acceso,3.17,Bajo,1840578,Presencial,Sí,46,Universitario,43,8402.77,0,Insatisfecho,0
Comuna 13,Cuenta Bancaria,1.29,Medio,519054,Presencial,Sí,20,Primaria,30,18775.76,3,Muy Insatisfecho,3
Zona Rural,Cuenta Bancaria,3.33,Alto,2166494,Digital,No,30,Secundaria,33,2689.82,1,Muy Insatisfecho,0
Comuna 10,Sin Acceso,7.96,Alto,2443197,Presencial,Sí,28,Primaria,1,2045.09,1,Muy Satisfecho,0
Comuna 10,Sin Acceso,7.86,Alto,1460687,Digital,Sí,45,Técnico,43,13199.0,3,Muy Insatisfecho,1
Comuna 8,Cuenta Bancaria,2.72,Medio,1906339,Digital,Sí,28,Secundaria,34,12856.43,1,Neutral,3
Comuna 5,Cuenta Bancaria,2.41,Medio,2940967,Presencial,No,46,Primaria,18,2799.29,2,Muy Insatisfecho,2
Comuna 10,Cuenta Bancaria,7.97,Medio,2183883,Presencial,Sí,51,Universitario,44,1906.67,0,Insatisfecho,0
Comuna 10,Cuenta Bancaria,1.74,Medio,1252403,Presencial,Sí,25,Técnico,7,15963.72,2,Muy Insatisfecho,1
Comuna 8,Billetera Movil,7.85,Alto,1422355,Presencial,No,40,Técnico,12,6317.0,1,Muy Satisfecho,0
Comuna 13,Cuenta Bancaria,7.4,Alto,619282,Digital,No,32,Técnico,23,5905.62,0,Muy Insatisfecho,0
Comuna 13,Billetera Movil,0.86,Alto,2423206,Presencial,No,48,Técnico,23,16005.95,2,Neutral,0
Zona Rural,Billetera Movil,3.42,Alto,1451700,Presencial,No,28,Técnico,3,16276.79,1,Satisfecho,2
Zona Rural,Sin Acceso,3.87,Bajo,958883,Presencial,No,62,Universitario,24,3049.59,3,Neutral,3
Comuna 13,Billetera Movil,3.56,Alto,524441,Digital,No,69,Secundaria,42,19957.49,2,Neutral,0
Comuna 13,Billetera Movil,3.6,Bajo,1299144,Digital,Sí,51,Secundaria,32,6093.33,1,Satisfecho,0
Comuna 5,Cuenta Bancaria,0.57,Bajo,2488245,Presencial,Sí,53,Universitario,45,10106.23,0,Insatisfecho,0
Comuna 10,Billetera Movil,4.58,Medio,1502447,Presencial,No,70,Técnico,47,18998.19,0,Neutral,0
Comuna 5,Sin Acceso,7.16,Medio,2138028,Presencial,No,49,Secundaria,4,7621.04,0,Neutral,0
